
 ****** Running generation 0 ****** 

Population's average fitness: 21.84875 stdev: 3.60914
Best fitness: 34.00000 - size: (6, 26) - species 12 - id 125
Average adjusted fitness: 0.535
Mean genetic distance 3.156, standard deviation 0.234
Population of 799 members in 125 species:
   ID   age  size  fitness  adj fit  stag
    29   15     7     28.0    0.438     4
    30   15     6     30.0    0.425    14
    31   15     5     29.0    0.403     1
    32   15     6     27.0    0.442     8
    33   15     5     27.0    0.427     3
    34   15     5     26.0    0.417     1
    35   15     4     25.0    0.280     2
    36   15     7     27.0    0.458     2
    37   15     7     27.0    0.479    10
    38   15     6     28.0    0.440     7
    39   15     6     29.0    0.452     1
    40   15     5     27.0    0.406     4
    41   15     5     28.0    0.354    14
    42   15     6     24.0    0.375     2
    43   15     5     21.0    0.333     9
    44   15     5     25.0    0.347    12
    45   15     6     26.0    0.442    14
    46   15     6     24.0    0.442    13
    47   15     7     26.0    0.444    12
    48   15     7     26.0    0.367     7
    49   15     6     24.0    0.367    11
    50   15     7     29.0    0.465     4
    51   15     5     26.0    0.306     2
    52   15     4     28.0    0.317    14
    53   15     6     26.0    0.375     1
    54   15     7     28.0    0.458    13
    55   15     7     26.0    0.472     7
    56   15     7     31.0    0.444     0
    57   15     8     27.0    0.530     4
    58   15     6     27.0    0.429     6
    59   15     6     26.0    0.483     1
    60   15     7     31.0    0.562     1
    61   15     7     26.0    0.458     2
    62   15     6     24.0    0.333    13
    63   15     4     24.0    0.317     4
    64   15     5     24.0    0.403     8
    65   15     5     26.0    0.403     7
    66   15     5     23.0    0.333    14
    67   15     7     27.0    0.438     4
    68   15     6     29.0    0.458    14
    69   15     7     28.0    0.444    12
    70   15     5     23.0    0.326    10
    71   15     5     23.0    0.306    14
    72   15     6     25.0    0.367    12
    73   15     7     27.0    0.521     4
    74   15     7     25.0    0.375    10
    75   15     4     24.0    0.333     8
    76   15     5     28.0    0.396    12
    77   15     6     30.0    0.488     4
    78   15     6     28.0    0.458     2
    79   15     7     28.0    0.444     6
    80   15     7     28.0    0.458     6
    81   15     6     27.0    0.483    10
    82   15     6     27.0    0.393     2
    83   15     5     27.0    0.375     4
    84   15     7     26.0    0.472     7
    85   15     6     27.0    0.458     9
    86   15     6     25.0    0.458    10
    87   15     4     24.0    0.325     6
    88   15     7     29.0    0.500     2
    89   15     5     23.0    0.361     9
    90   15     5     25.0    0.403     1
    91   15     6     24.0    0.367    11
    92   15     8     31.0    0.577     1
    93   15     5     25.0    0.424     2
    94   15     6     26.0    0.467     3
    95   15     6     26.0    0.393    12
    96   15     8     28.0    0.554     3
    97   15     5     25.0    0.403    11
    98   15     6     28.0    0.411     3
    99   15     7     29.0    0.493     6
   100   15     7     26.0    0.493     4
   101   15     5     23.0    0.299     4
   102   15     6     27.0    0.482    11
   103   15     7     27.0    0.472     8
   104   15     6     25.0    0.400     9
   105   15     6     25.0    0.345     6
   106   15     7     27.0    0.479     9
   107   15     5     26.0    0.417    10
   108   15     6     27.0    0.458     3
   109   15     7     36.0    0.562     0
   110   15     6     23.0    0.310     2
   111   15     6     25.0    0.408    12
   112   15     4     23.0    0.300     9
   113   15     5     25.0    0.417     5
   114   15     6     25.0    0.423     8
   115   15     6     28.0    0.494     5
   116   15     7     33.0    0.486     0
   117   15     5     27.0    0.417     3
   118   15     5     23.0    0.354     4
   119   15     6     28.0    0.429     4
   120   15     6     25.0    0.408    12
   121   15     7     26.0    0.438    13
   122   15     5     24.0    0.347    13
   123   15     7     26.0    0.417     4
   124   15     6     30.0    0.525    14
   125   15     6     25.0    0.367     9
   126   14     6     28.0    0.458     8
   127   14     5     25.0    0.396    13
   128   14     5     24.0    0.354     3
   129   14     7     28.0    0.431     2
   130   14     7     28.0    0.479     2
   131   14     6     28.0    0.425    10
   132   14     4     22.0    0.325     3
   133   14     5     25.0    0.403     4
   134   14     5     25.0    0.385    10
   135   13     5     25.0    0.271     7
   136   12     7     28.0    0.575     4
Total extinctions: 0
Generation time: 11.051 sec (11.049 average)

 ****** Running generation 16 ****** 

Population's average fitness: 21.90123 stdev: 3.69786
Best fitness: 37.00000 - size: (6, 23) - species 92 - id 8210
Average adjusted fitness: 0.419
Mean genetic distance 3.219, standard deviation 0.254
Population of 810 members in 136 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   16     4     23.0    0.338    16
     2   16     6     28.0    0.392    14
     3   16     7     27.0    0.468    16
     4   16     5     26.0    0.359    15
     5   16     6     27.0    0.485    16
     6   16     5     25.0    0.385     1
     7   16     6     29.0    0.456    15
     8   16     7     26.0    0.474    14
     9   16     6     27.0    0.392    11
    10   16     7     28.0    0.474     8
    11   16     5     24.0    0.340    12
    12   16     7     30.0    0.500    16
    13   16     5     24.0    0.340     5
    14   16     7     29.0    0.455    14
    15   16     7     25.0    0.462    16
    16   16     5     30.0    0.365    16
    17   16     6     25.0    0.341    12
    18   16     7     25.0    0.449     6
    19   16     8     31.0    0.511     0
    20   16     6     28.0    0.423    13
    21   16     6     27.0    0.379     6
    22   16     7     29.0    0.413     8
    23   16     6     26.0    0.374     8
    24   16     7     25.0    0.429    10
    25   16     5     26.0    0.397     1
    26   16     7     27.0    0.481    14
    27   16     4     25.0    0.338     7
    28   16     6     25.0    0.445     3
    29   16     8     28.0    0.533     5
    30   16     7     31.0    0.449    15
    31   16     6     23.0    0.362     2
    32   16     5     26.0    0.410     9
    33   16     6     27.0    0.408     4
    34   16     6     25.0    0.362     2
    35   16     6     29.0    0.500     3
    36   16     6     33.0    0.352     3
    37   16     6     29.0    0.473    11
    38   16     7     29.0    0.500     8
    39   16     5     28.0    0.385     2
    40   16     6     29.0    0.446     5
    41   16     6     24.0    0.415    15
    42   16     7     29.0    0.494     3
    43   16     6     25.0    0.454    10
    44   16     4     22.0    0.315    13
    45   16     5     20.0    0.301    15
    46   16     7     26.0    0.436    14
    47   16     6     26.0    0.445    13
    48   16     6     24.0    0.401     8
    49   16     5     23.0    0.340    12
    50   16     6     24.0    0.379     5
    51   16     6     24.0    0.377     3
    52   16     5     27.0    0.462    15
    53   16     7     28.0    0.429     2
    54   16     8     33.0    0.538     0
    55   16     6     27.0    0.429     8
    56   16     6     22.0    0.324     1
    57   16     7     27.0    0.442     5
    58   16     5     25.0    0.378     7
    59   16     7     24.0    0.429     2
    60   16     8     32.0    0.511     2
    61   16     6     28.0    0.429     3
    62   16     7     31.0    0.449    14
    63   16     5     25.0    0.375     5
    64   16     6     29.0    0.492     9
    65   16     6     29.0    0.438     8
    66   16     6     25.0    0.462    15
    67   16     6     25.0    0.429     5
    68   16     5     25.0    0.397    15
    69   16     6     24.0    0.396    13
    70   16     6     31.0    0.469     0
    71   16     6     29.0    0.538    15
    72   16     5     24.0    0.365    13
    73   16     6     25.0    0.434     5
    74   16     7     29.0    0.456    11
    75   16     5     24.0    0.413     9
    76   16     6     27.0    0.485    13
    77   16     5     22.0    0.359     5
    78   16     5     27.0    0.378     3
    79   16     6     25.0    0.385     7
    80   16     6     27.0    0.418     7
    81   16     7     28.0    0.474    11
    82   16     7     27.0    0.429     3
    83   16     6     26.0    0.415     5
    84   16     6     27.0    0.407     8
    85   16     5     22.0    0.327    10
    86   16     5     27.0    0.423    11
    87   16     5     26.0    0.433     7
    88   16     6     27.0    0.489     3
    89   16     6     26.0    0.362    10
    90   16     6     27.0    0.508     2
    91   16     7     26.0    0.500    12
    92   16     7     37.0    0.529     0
    93   16     4     28.0    0.315     3
    94   16     6     31.0    0.481     4
    95   16     7     26.0    0.449    13
    96   16     7     30.0    0.490     4
    97   16     4     22.0    0.315    12
    98   16     5     25.0    0.385     4
    99   16     8     31.0    0.500     7
   100   16     6     25.0    0.396     5
   101   16     6     26.0    0.415     5
   102   16     7     25.0    0.436    12
   103   16     6     24.0    0.390     9
   104   16     5     24.0    0.269    10
   105   16     7     26.0    0.429     7
   106   16     6     24.0    0.324    10
   107   16     4     22.0    0.338    11
   108   16     7     26.0    0.487     4
   109   16     6     26.0    0.423     1
   110   16     5     26.0    0.410     3
   111   16     5     22.0    0.276    13
   112   16     6     33.0    0.558     0
   113   16     4     22.0    0.315     6
   114   16     5     26.0    0.365     9
   115   16     7     25.0    0.462     6
   116   16     8     30.0    0.549     1
   117   16     6     25.0    0.454     4
   118   16     6     25.0    0.431     5
   119   16     7     26.0    0.436     5
   120   16     7     25.0    0.449    13
   121   16     6     34.0    0.495     0
   122   16     6     26.0    0.485    14
   123   16     6     27.0    0.462     5
   124   16     5     25.0    0.372    15
   125   16     5     25.0    0.353    10
   126   15     7     27.0    0.436     9
   127   15     4     25.0    0.338    14
   128   15     6     30.0    0.446     4
   129   15     6     26.0    0.374     3
   130   15     6     28.0    0.363     3
   131   15     5     25.0    0.353    11
   132   15     5     26.0    0.481     4
   133   15     4     24.0    0.346     5
   134   15     6     29.0    0.469    11
   135   14     4     21.0    0.285     8
   136   13     6     23.0    0.324     5
Total extinctions: 0
Generation time: 11.338 sec (11.063 average)

 ****** Running generation 17 ****** 

Population's average fitness: 22.19012 stdev: 3.61559
Best fitness: 35.00000 - size: (6, 23) - species 123 - id 9180
Average adjusted fitness: 0.486
Mean genetic distance 3.221, standard deviation 0.252
Population of 805 members in 136 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
